position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
1,1,144,11,michael_schumacher,,MSC,http://en.wikipedia.org/wiki/Michael_Schumacher,Michael,Schumacher,1969-01-03,German,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
2,2,77,4,barrichello,,BAR,http://en.wikipedia.org/wiki/Rubens_Barrichello,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
3,3,50,0,montoya,,MON,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya,Juan,Pablo Montoya,1975-09-20,Colombian,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British
4,4,42,1,ralf_schumacher,,SCH,http://en.wikipedia.org/wiki/Ralf_Schumacher,Ralf,Schumacher,1975-06-30,German,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British
5,5,41,1,coulthard,,COU,http://en.wikipedia.org/wiki/David_Coulthard,David,Coulthard,1971-03-27,British,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
6,6,24,0,raikkonen,7,RAI,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
7,7,14,0,button,22,BUT,http://en.wikipedia.org/wiki/Jenson_Button,Jenson,Button,1980-01-19,British,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French
8,8,9,0,trulli,,TRU,http://en.wikipedia.org/wiki/Jarno_Trulli,Jarno,Trulli,1974-07-13,Italian,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French
9,9,8,0,irvine,,,http://en.wikipedia.org/wiki/Eddie_Irvine,Eddie,Irvine,1965-11-10,British,jaguar,http://en.wikipedia.org/wiki/Jaguar_Racing,Jaguar,British
10,10,7,0,heidfeld,,HEI,http://en.wikipedia.org/wiki/Nick_Heidfeld,Nick,Heidfeld,1977-05-10,German,sauber,http://en.wikipedia.org/wiki/Sauber_Motorsport,Sauber,Swiss
11,11,7,0,fisichella,,FIS,http://en.wikipedia.org/wiki/Giancarlo_Fisichella,Giancarlo,Fisichella,1973-01-14,Italian,jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish
12,12,4,0,villeneuve,,VIL,http://en.wikipedia.org/wiki/Jacques_Villeneuve,Jacques,Villeneuve,1971-04-09,Canadian,bar,http://en.wikipedia.org/wiki/British_American_Racing,BAR,British
13,13,4,0,massa,19,MAS,http://en.wikipedia.org/wiki/Felipe_Massa,Felipe,Massa,1981-04-25,Brazilian,sauber,http://en.wikipedia.org/wiki/Sauber_Motorsport,Sauber,Swiss
14,14,3,0,panis,,,http://en.wikipedia.org/wiki/Olivier_Panis,Olivier,Panis,1966-09-02,French,bar,http://en.wikipedia.org/wiki/British_American_Racing,BAR,British
15,15,2,0,sato,,SAT,http://en.wikipedia.org/wiki/Takuma_Sato,Takuma,Sato,1977-01-28,Japanese,jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish
16,16,2,0,webber,,WEB,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),Mark,Webber,1976-08-27,Australian,minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian
17,17,2,0,salo,,,http://en.wikipedia.org/wiki/Mika_Salo,Mika,Salo,1966-11-30,Finnish,toyota,http://en.wikipedia.org/wiki/Toyota_Racing,Toyota,Japanese
18,18,2,0,frentzen,,,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen,Heinz-Harald,Frentzen,1967-05-18,German,arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British
19,19,0,0,mcnish,,,http://en.wikipedia.org/wiki/Allan_McNish,Allan,McNish,1969-12-29,British,toyota,http://en.wikipedia.org/wiki/Toyota_Racing,Toyota,Japanese
20,20,0,0,yoong,,,http://en.wikipedia.org/wiki/Alex_Yoong,Alex,Yoong,1976-07-20,Malaysian,minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian
21,21,0,0,rosa,,DLR,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa,Pedro,de la Rosa,1971-02-24,Spanish,jaguar,http://en.wikipedia.org/wiki/Jaguar_Racing,Jaguar,British
22,22,0,0,bernoldi,,,http://en.wikipedia.org/wiki/Enrique_Bernoldi,Enrique,Bernoldi,1978-10-19,Brazilian,arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British
,-,0,0,davidson,,DAV,http://en.wikipedia.org/wiki/Anthony_Davidson,Anthony,Davidson,1979-04-18,British,minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian
