position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
1,1,30,3,farina,,,http://en.wikipedia.org/wiki/Nino_Farina,Nino,Farina,1906-10-30,Italian,alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss
2,2,27,3,fangio,,,http://en.wikipedia.org/wiki/Juan_Manuel_Fangio,Juan,Fangio,1911-06-24,Argentine,alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss
3,3,24,0,fagioli,,,http://en.wikipedia.org/wiki/Luigi_Fagioli,Luigi,Fagioli,1898-06-09,Italian,alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss
4,4,13,0,rosier,,,http://en.wikipedia.org/wiki/Louis_Rosier,Louis,Rosier,1905-11-05,French,lago,http://en.wikipedia.org/wiki/Talbot-Lago,Talbot-Lago,French
5,5,11,0,ascari,,,http://en.wikipedia.org/wiki/Alberto_Ascari,Alberto,Ascari,1918-07-13,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
6,6,9,1,parsons,,,http://en.wikipedia.org/wiki/Johnnie_Parsons,Johnnie,Parsons,1918-07-04,American,kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
7,7,6,0,holland,,,http://en.wikipedia.org/wiki/Bill_Holland,Bill,Holland,1907-12-18,American,deidt,http://en.wikipedia.org/wiki/Deidt,Deidt,American
8,8,5,0,bira,,,http://en.wikipedia.org/wiki/Prince_Bira,Prince,Bira,1914-07-15,Thai,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
9,9,4,0,whitehead,,,http://en.wikipedia.org/wiki/Peter_Whitehead_(racing_driver),Peter,Whitehead,1914-11-12,British,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
10,10,4,0,chiron,,,http://en.wikipedia.org/wiki/Louis_Chiron,Louis,Chiron,1899-08-03,Monegasque,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
11,11,4,0,reg_parnell,,,http://en.wikipedia.org/wiki/Reg_Parnell,Reg,Parnell,1911-07-02,British,alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss
12,12,4,0,rose,,,http://en.wikipedia.org/wiki/Mauri_Rose,Mauri,Rose,1906-05-26,American,deidt,http://en.wikipedia.org/wiki/Deidt,Deidt,American
13,13,3,0,serafini,,,http://en.wikipedia.org/wiki/Dorino_Serafini,Dorino,Serafini,1909-07-22,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
14,14,3,0,cabantous,,,http://en.wikipedia.org/wiki/Yves_Giraud_Cabantous,Yves,Cabantous,1904-10-08,French,lago,http://en.wikipedia.org/wiki/Talbot-Lago,Talbot-Lago,French
15,15,3,0,sommer,,,http://en.wikipedia.org/wiki/Raymond_Sommer,Raymond,Sommer,1906-08-31,French,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
16,16,3,0,manzon,,,http://en.wikipedia.org/wiki/Robert_Manzon,Robert,Manzon,1917-04-12,French,simca,http://en.wikipedia.org/wiki/Simca,Simca,French
17,17,3,0,green,,,http://en.wikipedia.org/wiki/Cecil_Green,Cecil,Green,1919-09-30,American,kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
18,18,3,0,etancelin,,,http://en.wikipedia.org/wiki/Philippe_%C3%89tancelin,Philippe,Étancelin,1896-12-28,French,lago,http://en.wikipedia.org/wiki/Talbot-Lago,Talbot-Lago,French
19,19,2,0,bonetto,,,http://en.wikipedia.org/wiki/Felice_Bonetto,Felice,Bonetto,1903-06-09,Italian,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
20,20,1,0,chaboud,,,http://en.wikipedia.org/wiki/Eug%C3%A8ne_Chaboud,Eugène,Chaboud,1907-04-12,French,lago,http://en.wikipedia.org/wiki/Talbot-Lago,Talbot-Lago,French
