position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
1,1,42,4,hill,,,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
2,2,30,3,clark,,,http://en.wikipedia.org/wiki/Jim_Clark,Jim,Clark,1936-03-04,British,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
3,3,27,1,mclaren,,,http://en.wikipedia.org/wiki/Bruce_McLaren,Bruce,McLaren,1937-08-30,New Zealander,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
4,4,19,0,surtees,,,http://en.wikipedia.org/wiki/John_Surtees,John,Surtees,1934-02-11,British,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
5,5,15,1,gurney,,,http://en.wikipedia.org/wiki/Dan_Gurney,Dan,Gurney,1931-04-13,American,porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German
6,6,14,0,phil_hill,,,http://en.wikipedia.org/wiki/Phil_Hill,Phil,Hill,1927-04-20,American,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
7,7,13,0,maggs,,,http://en.wikipedia.org/wiki/Tony_Maggs,Tony,Maggs,1937-02-09,South African,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
8,8,10,0,ginther,,,http://en.wikipedia.org/wiki/Richie_Ginther,Richie,Ginther,1930-08-05,American,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
9,9,9,0,jack_brabham,,,http://en.wikipedia.org/wiki/Jack_Brabham,Jack,Brabham,1926-04-02,Australian,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
10,10,6,0,trevor_taylor,,,http://en.wikipedia.org/wiki/Trevor_Taylor,Trevor,Taylor,1936-12-26,British,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
11,11,5,0,baghetti,,,http://en.wikipedia.org/wiki/Giancarlo_Baghetti,Giancarlo,Baghetti,1934-12-25,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
12,12,4,0,bandini,,,http://en.wikipedia.org/wiki/Lorenzo_Bandini,Lorenzo,Bandini,1935-12-21,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
13,13,4,0,ricardo_rodriguez,,,http://en.wikipedia.org/wiki/Ricardo_Rodr%C3%ADguez_(Formula_One),Ricardo,Rodríguez,1942-02-14,Mexican,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
14,14,3,0,mairesse,,,http://en.wikipedia.org/wiki/Willy_Mairesse,Willy,Mairesse,1928-10-01,Belgian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
15,15,3,0,bonnier,,,http://en.wikipedia.org/wiki/Joakim_Bonnier,Jo,Bonnier,1930-01-31,Swedish,porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German
16,16,2,0,ireland,,,http://en.wikipedia.org/wiki/Innes_Ireland,Innes,Ireland,1930-06-12,British,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
17,17,2,0,beaufort,,,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort,Carel Godin,de Beaufort,1934-04-10,Dutch,porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German
18,18,1,0,gregory,,,http://en.wikipedia.org/wiki/Masten_Gregory,Masten,Gregory,1932-02-29,American,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
19,19,1,0,lederle,,,http://en.wikipedia.org/wiki/Neville_Lederle,Neville,Lederle,1938-09-25,South African,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British
