position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
1,1,98,5,hamilton,44,HAM,http://en.wikipedia.org/wiki/Lewis_Hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
2,2,97,6,massa,19,MAS,http://en.wikipedia.org/wiki/Felipe_Massa,Felipe,Massa,1981-04-25,Brazilian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
3,3,75,2,raikkonen,7,RAI,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,Kimi,Räikkönen,1979-10-17,Finnish,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
4,4,75,1,kubica,88,KUB,http://en.wikipedia.org/wiki/Robert_Kubica,Robert,Kubica,1984-12-07,Polish,bmw_sauber,http://en.wikipedia.org/wiki/BMW_Sauber,BMW Sauber,German
5,5,61,2,alonso,14,ALO,http://en.wikipedia.org/wiki/Fernando_Alonso,Fernando,Alonso,1981-07-29,Spanish,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French
6,6,60,0,heidfeld,,HEI,http://en.wikipedia.org/wiki/Nick_Heidfeld,Nick,Heidfeld,1977-05-10,German,bmw_sauber,http://en.wikipedia.org/wiki/BMW_Sauber,BMW Sauber,German
7,7,53,1,kovalainen,,KOV,http://en.wikipedia.org/wiki/Heikki_Kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
8,8,35,1,vettel,5,VET,http://en.wikipedia.org/wiki/Sebastian_Vettel,Sebastian,Vettel,1987-07-03,German,toro_rosso,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,Toro Rosso,Italian
9,9,31,0,trulli,,TRU,http://en.wikipedia.org/wiki/Jarno_Trulli,Jarno,Trulli,1974-07-13,Italian,toyota,http://en.wikipedia.org/wiki/Toyota_Racing,Toyota,Japanese
10,10,25,0,glock,,GLO,http://en.wikipedia.org/wiki/Timo_Glock,Timo,Glock,1982-03-18,German,toyota,http://en.wikipedia.org/wiki/Toyota_Racing,Toyota,Japanese
11,11,21,0,webber,,WEB,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),Mark,Webber,1976-08-27,Australian,red_bull,http://en.wikipedia.org/wiki/Red_Bull_Racing,Red Bull,Austrian
12,12,19,0,piquet_jr,,PIQ,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr.",Nelson,Piquet Jr.,1985-07-25,Brazilian,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French
13,13,17,0,rosberg,6,ROS,http://en.wikipedia.org/wiki/Nico_Rosberg,Nico,Rosberg,1985-06-27,German,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British
14,14,11,0,barrichello,,BAR,http://en.wikipedia.org/wiki/Rubens_Barrichello,Rubens,Barrichello,1972-05-23,Brazilian,honda,http://en.wikipedia.org/wiki/Honda_Racing_F1,Honda,Japanese
15,15,9,0,nakajima,,NAK,http://en.wikipedia.org/wiki/Kazuki_Nakajima,Kazuki,Nakajima,1985-01-11,Japanese,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British
16,16,8,0,coulthard,,COU,http://en.wikipedia.org/wiki/David_Coulthard,David,Coulthard,1971-03-27,British,red_bull,http://en.wikipedia.org/wiki/Red_Bull_Racing,Red Bull,Austrian
17,17,4,0,bourdais,,BOU,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais,Sébastien,Bourdais,1979-02-28,French,toro_rosso,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,Toro Rosso,Italian
18,18,3,0,button,22,BUT,http://en.wikipedia.org/wiki/Jenson_Button,Jenson,Button,1980-01-19,British,honda,http://en.wikipedia.org/wiki/Honda_Racing_F1,Honda,Japanese
19,19,0,0,fisichella,,FIS,http://en.wikipedia.org/wiki/Giancarlo_Fisichella,Giancarlo,Fisichella,1973-01-14,Italian,force_india,http://en.wikipedia.org/wiki/Racing_Point_Force_India,Force India,Indian
20,20,0,0,sutil,99,SUT,http://en.wikipedia.org/wiki/Adrian_Sutil,Adrian,Sutil,1983-01-11,German,force_india,http://en.wikipedia.org/wiki/Racing_Point_Force_India,Force India,Indian
21,21,0,0,sato,,SAT,http://en.wikipedia.org/wiki/Takuma_Sato,Takuma,Sato,1977-01-28,Japanese,super_aguri,http://en.wikipedia.org/wiki/Super_Aguri_F1,Super Aguri,Japanese
22,22,0,0,davidson,,DAV,http://en.wikipedia.org/wiki/Anthony_Davidson,Anthony,Davidson,1979-04-18,British,super_aguri,http://en.wikipedia.org/wiki/Super_Aguri_F1,Super Aguri,Japanese
