position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
1,1,55,3,emerson_fittipaldi,,,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
2,2,52,1,regazzoni,,,http://en.wikipedia.org/wiki/Clay_Regazzoni,Clay,Regazzoni,1939-09-05,Swiss,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
3,3,45,2,scheckter,,,http://en.wikipedia.org/wiki/Jody_Scheckter,Jody,Scheckter,1950-01-29,South African,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British
4,4,38,2,lauda,,,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
5,5,35,3,peterson,,,http://en.wikipedia.org/wiki/Ronnie_Peterson,Ronnie,Peterson,1944-02-14,Swedish,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
6,6,32,3,reutemann,,,http://en.wikipedia.org/wiki/Carlos_Reutemann,Carlos,Reutemann,1942-04-12,Argentine,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
7,7,20,1,hulme,,,http://en.wikipedia.org/wiki/Denny_Hulme,Denny,Hulme,1936-06-18,New Zealander,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
8,8,15,0,hunt,,,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
9,9,14,0,depailler,,,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British
10,10,12,0,ickx,,,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
11,11,12,0,hailwood,,,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
12,12,11,0,pace,,,http://en.wikipedia.org/wiki/Carlos_Pace,Carlos,Pace,1944-10-06,Brazilian,surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British
13,13,10,0,beltoise,,,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,Jean-Pierre,Beltoise,1937-04-26,French,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
14,14,6,0,jarier,,,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French,shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British
15,15,6,0,watson,,,http://en.wikipedia.org/wiki/John_Watson_(racing_driver),John,Watson,1946-05-04,British,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
16,16,5,0,stuck,,,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck,Hans-Joachim,Stuck,1951-01-01,German,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
17,17,4,0,merzario,,,http://en.wikipedia.org/wiki/Arturo_Merzario,Arturo,Merzario,1943-03-11,Italian,iso_marlboro,http://en.wikipedia.org/wiki/Iso_Marlboro,Iso Marlboro,British
18,18,1,0,hill,,,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
19,19,1,0,pryce,,,http://en.wikipedia.org/wiki/Tom_Pryce,Tom,Pryce,1949-06-11,British,token,http://en.wikipedia.org/wiki/Token_(Racing_team),Token,British
20,20,1,0,brambilla,,,http://en.wikipedia.org/wiki/Vittorio_Brambilla,Vittorio,Brambilla,1937-11-11,Italian,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
,-,0,0,edwards,,,http://en.wikipedia.org/wiki/Guy_Edwards,Guy,Edwards,1942-12-30,British,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
,-,0,0,hobbs,,,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver),David,Hobbs,1939-06-09,British,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
,-,0,0,mass,,,http://en.wikipedia.org/wiki/Jochen_Mass,Jochen,Mass,1946-09-30,German,surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British
,-,0,0,redman,,,http://en.wikipedia.org/wiki/Brian_Redman,Brian,Redman,1937-03-09,British,shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British
,-,0,0,mario_andretti,,,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American,parnelli,http://en.wikipedia.org/wiki/Parnelli,Parnelli,American
,-,0,0,ganley,,,http://en.wikipedia.org/wiki/Howden_Ganley,Howden,Ganley,1941-12-24,New Zealander,march,http://en.wikipedia.org/wiki/March_Engineering,March,British
,-,0,0,belso,,,http://en.wikipedia.org/wiki/Tom_Bels%C3%B8,Tom,Belsø,1942-08-27,Danish,iso_marlboro,http://en.wikipedia.org/wiki/Iso_Marlboro,Iso Marlboro,British
,-,0,0,opel,,,http://en.wikipedia.org/wiki/Rikky_von_Opel,Rikky,von Opel,1947-10-14,Liechtensteiner,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
,-,0,0,pescarolo,,,http://en.wikipedia.org/wiki/Henri_Pescarolo,Henri,Pescarolo,1942-09-25,French,brm,http://en.wikipedia.org/wiki/BRM,BRM,British
,-,0,0,amon,,,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander,amon,http://en.wikipedia.org/wiki/Amon_(Formula_One_team),Amon,New Zealander
