position,positionText,points,wins,driverId,permanentNumber,code,url,givenName,familyName,dateOfBirth,nationality,constructorId,cons_url,cons_name,cons_nationality
1,1,36,6,ascari,,,http://en.wikipedia.org/wiki/Alberto_Ascari,Alberto,Ascari,1918-07-13,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
2,2,24,0,farina,,,http://en.wikipedia.org/wiki/Nino_Farina,Nino,Farina,1906-10-30,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
3,3,22,1,taruffi,,,http://en.wikipedia.org/wiki/Piero_Taruffi,Piero,Taruffi,1906-10-12,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
4,4,10,0,fischer,,,http://en.wikipedia.org/wiki/Rudi_Fischer,Rudi,Fischer,1912-04-19,Swiss,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
5,5,10,0,hawthorn,,,http://en.wikipedia.org/wiki/Mike_Hawthorn,Mike,Hawthorn,1929-04-10,British,cooper,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper,British
6,6,9,0,manzon,,,http://en.wikipedia.org/wiki/Robert_Manzon,Robert,Manzon,1917-04-12,French,gordini,http://en.wikipedia.org/wiki/Gordini,Gordini,French
7,7,8,1,ruttman,,,http://en.wikipedia.org/wiki/Troy_Ruttman,Troy,Ruttman,1930-03-11,American,kuzma,http://en.wikipedia.org/wiki/Kuzma_(constructor),Kuzma,American
8,8,8,0,villoresi,,,http://en.wikipedia.org/wiki/Luigi_Villoresi,Luigi,Villoresi,1909-05-16,Italian,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
9,9,6.5,0,gonzalez,,,http://en.wikipedia.org/wiki/Jos%C3%A9_Froil%C3%A1n_Gonz%C3%A1lez,José Froilán,González,1922-10-05,Argentine,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
10,10,6,0,rathmann,,,http://en.wikipedia.org/wiki/Jim_Rathmann,Jim,Rathmann,1928-07-16,American,kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
11,11,6,0,behra,,,http://en.wikipedia.org/wiki/Jean_Behra,Jean,Behra,1921-02-16,French,gordini,http://en.wikipedia.org/wiki/Gordini,Gordini,French
12,12,4,0,hanks,,,http://en.wikipedia.org/wiki/Sam_Hanks,Sam,Hanks,1914-07-13,American,kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
13,13,3,0,wharton,,,http://en.wikipedia.org/wiki/Ken_Wharton,Ken,Wharton,1916-03-21,British,frazer_nash,http://en.wikipedia.org/wiki/Frazer_Nash,Frazer Nash,British
