constructorId,url,name,nationality
aston_martin,http://en.wikipedia.org/wiki/Aston_Martin_in_Formula_One,Aston Martin,British
brm,http://en.wikipedia.org/wiki/BRM,BRM,British
connaught,http://en.wikipedia.org/wiki/Connaught_Engineering,Connaught,British
cooper-borgward,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Borgward,British
cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
cooper-maserati,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Maserati,British
cooper-osca,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-OSCA,British
dunn,http://en.wikipedia.org/wiki/Dunn_Engineering,Dunn,American
elder,http://en.wikipedia.org/wiki/Elder_(constructor),Elder,American
epperly,http://en.wikipedia.org/wiki/Epperly,Epperly,American
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
fry,http://en.wikipedia.org/wiki/Fry_(racing_team),Fry,British
jbw,http://en.wikipedia.org/wiki/JBW,JBW,British
kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
kuzma,http://en.wikipedia.org/wiki/Kuzma_(constructor),Kuzma,American
lesovsky,http://en.wikipedia.org/wiki/Lesovsky,Lesovsky,American
maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
moore,http://en.wikipedia.org/wiki/Moore_(constructor),Moore,American
phillips,http://en.wikipedia.org/wiki/Phillips_(constructor),Phillips,American
porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German
sutton,http://en.wikipedia.org/wiki/Sutton_(constructor),Sutton,American
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
tec-mec,http://en.wikipedia.org/wiki/Tec-Mec,Tec-Mec,Italian
vanwall,http://en.wikipedia.org/wiki/Vanwall,Vanwall,British
vhristensen,http://en.wikipedia.org/wiki/Christensen_(constructor),Christensen,American
watson,http://en.wikipedia.org/wiki/A.J._Watson,Watson,American
