constructorId,url,name,nationality
brabham-climax,http://en.wikipedia.org/wiki/Brabham,Brabham-Climax,British
brabham-repco,http://en.wikipedia.org/wiki/Brabham,Brabham-Repco,British
brm,http://en.wikipedia.org/wiki/BRM,BRM,British
cooper-brm,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-BRM,British
cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
cooper-maserati,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Maserati,British
eagle-weslake,http://en.wikipedia.org/wiki/Anglo_American_Racers,Eagle-Weslake,American
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
honda,http://en.wikipedia.org/wiki/Honda_Racing_F1,Honda,Japanese
lds,http://en.wikipedia.org/wiki/LDS_(automobile),LDS,South African
lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
lotus-ford,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Ford,British
matra,http://en.wikipedia.org/wiki/Matra,Matra,French
matra-ford,http://en.wikipedia.org/wiki/Matra,Matra-Ford,French
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
mclaren-brm,http://en.wikipedia.org/wiki/McLaren_(racing),McLaren-BRM,British
mclaren-ford,http://en.wikipedia.org/wiki/Team_McLaren,McLaren-Ford,British
