constructorId,url,name,nationality
ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French
benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
coloni,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,Coloni,Italian
dallara,http://en.wikipedia.org/wiki/Dallara,Dallara,Italian
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
fondmetal,http://en.wikipedia.org/wiki/Fondmetal,Fondmetal,Italian
footwork,http://en.wikipedia.org/wiki/Footwork_Arrows,Footwork,British
jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish
lambo,http://en.wikipedia.org/wiki/Modena_(racing_team),Lambo,Italian
larrousse,http://en.wikipedia.org/wiki/Larrousse,Larrousse,French
leyton,http://en.wikipedia.org/wiki/Leyton_House,Leyton House,British
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French
lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British
