constructorId,url,name,nationality
aston_martin,http://en.wikipedia.org/wiki/Aston_Martin_in_Formula_One,Aston Martin,British
behra-porsche,http://en.wikipedia.org/wiki/Behra-Porsche,Behra-Porsche,Italian
brm,http://en.wikipedia.org/wiki/BRM,BRM,British
cooper-castellotti,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Castellotti,British
cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British
cooper-maserati,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Maserati,British
epperly,http://en.wikipedia.org/wiki/Epperly,Epperly,American
ewing,http://en.wikipedia.org/wiki/Ewing_(constructor),Ewing,American
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
jbw,http://en.wikipedia.org/wiki/JBW,JBW,British
kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
kuzma,http://en.wikipedia.org/wiki/Kuzma_(constructor),Kuzma,American
lesovsky,http://en.wikipedia.org/wiki/Lesovsky,Lesovsky,American
maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
meskowski,http://en.wikipedia.org/wiki/Meskowski,Meskowski,American
phillips,http://en.wikipedia.org/wiki/Phillips_(constructor),Phillips,American
porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German
scarab,http://en.wikipedia.org/wiki/Scarab_(constructor),Scarab,American
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
trevis,http://en.wikipedia.org/wiki/Trevis,Trevis,American
vanwall,http://en.wikipedia.org/wiki/Vanwall,Vanwall,British
vhristensen,http://en.wikipedia.org/wiki/Christensen_(constructor),Christensen,American
watson,http://en.wikipedia.org/wiki/A.J._Watson,Watson,American
