constructorId,url,name,nationality
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss
arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British
ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian
brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British
ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian
renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French
shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British
