driverId,url,givenName,familyName,dateOfBirth,nationality
agabashian,http://en.wikipedia.org/wiki/Fred_Agabashian,Fred,Agabashian,1913-08-21,American
andrews,http://en.wikipedia.org/wiki/Keith_Andrews_(driver),Keith,Andrews,1920-06-15,American
bayol,http://en.wikipedia.org/wiki/%C3%89lie_Bayol,Élie,Bayol,1914-02-28,French
behra,http://en.wikipedia.org/wiki/Jean_Behra,Jean,Behra,1921-02-16,French
bettenhausen,http://en.wikipedia.org/wiki/Tony_Bettenhausen,Tony,Bettenhausen,1916-09-12,American
bonnier,http://en.wikipedia.org/wiki/Joakim_Bonnier,Jo,Bonnier,1930-01-31,Swedish
boyd,http://en.wikipedia.org/wiki/Johnny_Boyd,Johnny,Boyd,1926-08-19,American
jack_brabham,http://en.wikipedia.org/wiki/Jack_Brabham,Jack,Brabham,1926-04-02,Australian
brooks,http://en.wikipedia.org/wiki/Tony_Brooks,Tony,Brooks,1932-02-25,British
bryan,http://en.wikipedia.org/wiki/Jimmy_Bryan,Jimmy,Bryan,1926-01-28,American
castellotti,http://en.wikipedia.org/wiki/Eugenio_Castellotti,Eugenio,Castellotti,1930-10-10,Italian
chapman,http://en.wikipedia.org/wiki/Colin_Chapman,Colin,Chapman,1928-05-19,British
chiron,http://en.wikipedia.org/wiki/Louis_Chiron,Louis,Chiron,1899-08-03,Monegasque
christie,http://en.wikipedia.org/wiki/Bob_Christie_(racing_driver),Bob,Christie,1924-04-04,American
collins,http://en.wikipedia.org/wiki/Peter_Collins_(racing_driver),Peter,Collins,1931-11-06,British
ray_crawford,http://en.wikipedia.org/wiki/Ray_Crawford,Ray,Crawford,1915-10-26,American
ramos,http://en.wikipedia.org/wiki/Hernando_da_Silva_Ramos,Hernando,da Silva Ramos,1925-12-07,Brazilian
daywalt,http://en.wikipedia.org/wiki/Jimmy_Daywalt,Jimmy,Daywalt,1924-08-28,American
graffenried,http://en.wikipedia.org/wiki/Toulo_de_Graffenried,Toulo,de Graffenried,1914-05-18,Swiss
portago,http://en.wikipedia.org/wiki/Alfonso_de_Portago,Alfonso,de Portago,1928-10-11,Spanish
dinsmore,http://en.wikipedia.org/wiki/Duke_Dinsmore,Duke,Dinsmore,1913-04-10,American
elisian,http://en.wikipedia.org/wiki/Ed_Elisian,Ed,Elisian,1926-12-09,American
emery,http://en.wikipedia.org/wiki/Paul_Emery,Paul,Emery,1916-11-12,British
fairman,http://en.wikipedia.org/wiki/Jack_Fairman,Jack,Fairman,1913-03-15,British
fangio,http://en.wikipedia.org/wiki/Juan_Manuel_Fangio,Juan,Fangio,1911-06-24,Argentine
flaherty,http://en.wikipedia.org/wiki/Pat_Flaherty_(racing_driver),Pat,Flaherty,1926-01-06,American
flockhart,http://en.wikipedia.org/wiki/Ron_Flockhart_(auto_racing),Ron,Flockhart,1923-06-16,British
freeland,http://en.wikipedia.org/wiki/Don_Freeland,Don,Freeland,1925-03-25,American
frere,http://en.wikipedia.org/wiki/Paul_Fr%C3%A8re,Paul,Frère,1917-01-30,Belgian
garrett,http://en.wikipedia.org/wiki/Billy_Garrett,Billy,Garrett,1933-04-24,American
