driverId,url,givenName,familyName,dateOfBirth,nationality
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander
beltoise,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,Jean-Pierre,Beltoise,1937-04-26,French
beuttler,http://en.wikipedia.org/wiki/Mike_Beuttler,Mike,Beuttler,1940-04-13,British
bueno,http://en.wikipedia.org/wiki/Luiz_Bueno,Luiz,Bueno,1937-01-16,Brazilian
cevert,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert,François,Cevert,1944-02-25,French
charlton,http://en.wikipedia.org/wiki/Dave_Charlton,Dave,Charlton,1936-10-27,South African
adamich,http://en.wikipedia.org/wiki/Andrea_de_Adamich,Andrea,de Adamich,1941-10-03,Italian
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian
wilson_fittipaldi,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,Wilson,Fittipaldi,1943-12-25,Brazilian
follmer,http://en.wikipedia.org/wiki/George_Follmer,George,Follmer,1934-01-27,American
galli,http://en.wikipedia.org/wiki/Nanni_Galli,Nanni,Galli,1940-10-02,Italian
ganley,http://en.wikipedia.org/wiki/Howden_Ganley,Howden,Ganley,1941-12-24,New Zealander
gethin,http://en.wikipedia.org/wiki/Peter_Gethin,Peter,Gethin,1940-02-21,British
hailwood,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British
hulme,http://en.wikipedia.org/wiki/Denny_Hulme,Denny,Hulme,1936-06-18,New Zealander
hunt,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French
keizan,http://en.wikipedia.org/wiki/Eddie_Keizan,Eddie,Keizan,1944-09-12,South African
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian
mass,http://en.wikipedia.org/wiki/Jochen_Mass,Jochen,Mass,1946-09-30,German
mcrae,http://en.wikipedia.org/wiki/Graham_McRae,Graham,McRae,1940-03-05,New Zealander
merzario,http://en.wikipedia.org/wiki/Arturo_Merzario,Arturo,Merzario,1943-03-11,Italian
oliver,http://en.wikipedia.org/wiki/Jackie_Oliver,Jackie,Oliver,1942-08-14,British
pace,http://en.wikipedia.org/wiki/Carlos_Pace,Carlos,Pace,1944-10-06,Brazilian
pescarolo,http://en.wikipedia.org/wiki/Henri_Pescarolo,Henri,Pescarolo,1942-09-25,French
peterson,http://en.wikipedia.org/wiki/Ronnie_Peterson,Ronnie,Peterson,1944-02-14,Swedish
pretorius,http://en.wikipedia.org/wiki/Jackie_Pretorius,Jackie,Pretorius,1934-11-22,South African
purley,http://en.wikipedia.org/wiki/David_Purley,David,Purley,1945-01-26,British
