driverId,url,givenName,familyName,dateOfBirth,nationality
alboreto,http://en.wikipedia.org/wiki/Michele_Alboreto,Michele,Alboreto,1956-12-23,Italian
alesi,http://en.wikipedia.org/wiki/Jean_Alesi,Jean,Alesi,1964-06-11,French
amati,http://en.wikipedia.org/wiki/Giovanna_Amati,Giovanna,Amati,1959-07-20,Italian
belmondo,http://en.wikipedia.org/wiki/Paul_Belmondo,Paul,Belmondo,1963-04-23,French
berger,http://en.wikipedia.org/wiki/Gerhard_Berger,Gerhard,Berger,1959-08-27,Austrian
boutsen,http://en.wikipedia.org/wiki/Thierry_Boutsen,Thierry,Boutsen,1957-07-13,Belgian
brundle,http://en.wikipedia.org/wiki/Martin_Brundle,Martin,Brundle,1959-06-01,British
capelli,http://en.wikipedia.org/wiki/Ivan_Capelli,Ivan,Capelli,1963-05-24,Italian
chiesa,http://en.wikipedia.org/wiki/Andrea_Chiesa,Andrea,Chiesa,1964-05-06,Swiss
comas,http://en.wikipedia.org/wiki/%C3%89rik_Comas,Érik,Comas,1963-09-28,French
cesaris,http://en.wikipedia.org/wiki/Andrea_de_Cesaris,Andrea,de Cesaris,1959-05-31,Italian
fittipaldi,http://en.wikipedia.org/wiki/Christian_Fittipaldi,Christian,Fittipaldi,1971-01-18,Brazilian
gachot,http://en.wikipedia.org/wiki/Bertrand_Gachot,Bertrand,Gachot,1962-12-23,Belgian
grouillard,http://en.wikipedia.org/wiki/Olivier_Grouillard,Olivier,Grouillard,1958-09-02,French
gugelmin,http://en.wikipedia.org/wiki/Maur%C3%ADcio_Gugelmin,Maurício,Gugelmin,1963-04-20,Brazilian
hakkinen,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkinen,Mika,Häkkinen,1968-09-28,Finnish
herbert,http://en.wikipedia.org/wiki/Johnny_Herbert,Johnny,Herbert,1964-06-25,British
damon_hill,http://en.wikipedia.org/wiki/Damon_Hill,Damon,Hill,1960-09-17,British
lehto,http://en.wikipedia.org/wiki/Jyrki_J%C3%A4rvilehto,Jyrki,Järvilehto,1966-01-31,Finnish
katayama,http://en.wikipedia.org/wiki/Ukyo_Katayama,Ukyo,Katayama,1963-05-29,Japanese
lammers,http://en.wikipedia.org/wiki/Jan_Lammers,Jan,Lammers,1956-06-02,Dutch
larini,http://en.wikipedia.org/wiki/Nicola_Larini,Nicola,Larini,1964-03-19,Italian
mansell,http://en.wikipedia.org/wiki/Nigel_Mansell,Nigel,Mansell,1953-08-08,British
martini,http://en.wikipedia.org/wiki/Pierluigi_Martini,Pierluigi,Martini,1961-04-23,Italian
mccarthy,http://en.wikipedia.org/wiki/Perry_McCarthy,Perry,McCarthy,1961-03-03,British
modena,http://en.wikipedia.org/wiki/Stefano_Modena,Stefano,Modena,1963-05-12,Italian
morbidelli,http://en.wikipedia.org/wiki/Gianni_Morbidelli,Gianni,Morbidelli,1968-01-13,Italian
moreno,http://en.wikipedia.org/wiki/Roberto_Moreno,Roberto,Moreno,1959-02-11,Brazilian
naspetti,http://en.wikipedia.org/wiki/Emanuele_Naspetti,Emanuele,Naspetti,1968-02-24,Italian
patrese,http://en.wikipedia.org/wiki/Riccardo_Patrese,Riccardo,Patrese,1954-04-17,Italian
