driverId,url,givenName,familyName,dateOfBirth,nationality
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander
mario_andretti,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American
barber,http://en.wikipedia.org/wiki/Skip_Barber,Skip,Barber,1936-11-16,American
bell,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer),Derek,Bell,1941-10-31,British
beltoise,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,Jean-Pierre,Beltoise,1937-04-26,French
beuttler,http://en.wikipedia.org/wiki/Mike_Beuttler,Mike,Beuttler,1940-04-13,British
bonnier,http://en.wikipedia.org/wiki/Joakim_Bonnier,Jo,Bonnier,1930-01-31,Swedish
Cannoc,http://en.wikipedia.org/wiki/John_Cannon_(auto_racer),John,Cannon,1933-06-21,Canadian
cevert,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert,François,Cevert,1944-02-25,French
charlton,http://en.wikipedia.org/wiki/Dave_Charlton,Dave,Charlton,1936-10-27,South African
craft,http://en.wikipedia.org/wiki/Chris_Craft_(racing_driver),Chris,Craft,1939-11-17,British
adamich,http://en.wikipedia.org/wiki/Andrea_de_Adamich,Andrea,de Adamich,1941-10-03,Italian
donohue,http://en.wikipedia.org/wiki/Mark_Donohue,Mark,Donohue,1937-03-18,American
eaton,http://en.wikipedia.org/wiki/George_Eaton,George,Eaton,1945-11-12,Canadian
elford,http://en.wikipedia.org/wiki/Vic_Elford,Vic,Elford,1935-06-10,British
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian
galli,http://en.wikipedia.org/wiki/Nanni_Galli,Nanni,Galli,1940-10-02,Italian
ganley,http://en.wikipedia.org/wiki/Howden_Ganley,Howden,Ganley,1941-12-24,New Zealander
gethin,http://en.wikipedia.org/wiki/Peter_Gethin,Peter,Gethin,1940-02-21,British
hailwood,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British
hobbs,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver),David,Hobbs,1939-06-09,British
hulme,http://en.wikipedia.org/wiki/Denny_Hulme,Denny,Hulme,1936-06-18,New Zealander
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French
jean,http://en.wikipedia.org/wiki/Max_Jean,Max,Jean,1943-07-27,French
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian
love,http://en.wikipedia.org/wiki/John_Love_(racing_driver),John,Love,1924-12-07,Rhodesian
lovely,http://en.wikipedia.org/wiki/Pete_Lovely,Pete,Lovely,1926-04-11,American
marko,http://en.wikipedia.org/wiki/Helmut_Marko,Helmut,Marko,1943-04-27,Austrian
