driverId,url,givenName,familyName,dateOfBirth,nationality
amon,http://en.wikipedia.org/wiki/Chris_Amon,Chris,Amon,1943-07-20,New Zealander
mario_andretti,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American
ashley,http://en.wikipedia.org/wiki/Ian_Ashley,Ian,Ashley,1947-10-26,British
bell,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer),Derek,Bell,1941-10-31,British
belso,http://en.wikipedia.org/wiki/Tom_Bels%C3%B8,Tom,Belsø,1942-08-27,Danish
beltoise,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,Jean-Pierre,Beltoise,1937-04-26,French
brambilla,http://en.wikipedia.org/wiki/Vittorio_Brambilla,Vittorio,Brambilla,1937-11-11,Italian
charlton,http://en.wikipedia.org/wiki/Dave_Charlton,Dave,Charlton,1936-10-27,South African
depailler,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French
dolhem,http://en.wikipedia.org/wiki/Jos%C3%A9_Dolhem,José,Dolhem,1944-04-26,French
donohue,http://en.wikipedia.org/wiki/Mark_Donohue,Mark,Donohue,1937-03-18,American
driver,http://en.wikipedia.org/wiki/Paddy_Driver,Paddy,Driver,1934-05-13,South African
edwards,http://en.wikipedia.org/wiki/Guy_Edwards,Guy,Edwards,1942-12-30,British
facetti,http://en.wikipedia.org/wiki/Carlo_Facetti,Carlo,Facetti,1935-06-26,Italian
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian
ganley,http://en.wikipedia.org/wiki/Howden_Ganley,Howden,Ganley,1941-12-24,New Zealander
gethin,http://en.wikipedia.org/wiki/Peter_Gethin,Peter,Gethin,1940-02-21,British
hailwood,http://en.wikipedia.org/wiki/Mike_Hailwood,Mike,Hailwood,1940-04-02,British
hill,http://en.wikipedia.org/wiki/Graham_Hill,Graham,Hill,1929-02-15,British
hobbs,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver),David,Hobbs,1939-06-09,British
hulme,http://en.wikipedia.org/wiki/Denny_Hulme,Denny,Hulme,1936-06-18,New Zealander
hunt,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian
jabouille,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille,Jean-Pierre,Jabouille,1942-10-01,French
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French
keizan,http://en.wikipedia.org/wiki/Eddie_Keizan,Eddie,Keizan,1944-09-12,South African
kinnunen,http://en.wikipedia.org/wiki/Leo_Kinnunen,Leo,Kinnunen,1943-08-05,Finnish
koinigg,http://en.wikipedia.org/wiki/Helmuth_Koinigg,Helmuth,Koinigg,1948-11-03,Austrian
laffite,http://en.wikipedia.org/wiki/Jacques_Laffite,Jacques,Laffite,1943-11-21,French
larrousse,http://en.wikipedia.org/wiki/G%C3%A9rard_Larrousse,Gérard,Larrousse,1940-05-23,French
