driverId,url,givenName,familyName,dateOfBirth,nationality
andersson,http://en.wikipedia.org/wiki/Conny_Andersson_(racing_driver),Conny,Andersson,1939-12-28,Swedish
mario_andretti,http://en.wikipedia.org/wiki/Mario_Andretti,Mario,Andretti,1940-02-28,American
ashley,http://en.wikipedia.org/wiki/Ian_Ashley,Ian,Ashley,1947-10-26,British
binder,http://en.wikipedia.org/wiki/Hans_Binder,Hans,Binder,1948-06-12,Austrian
bleekemolen,http://en.wikipedia.org/wiki/Michael_Bleekemolen,Michael,Bleekemolen,1949-10-02,Dutch
brambilla,http://en.wikipedia.org/wiki/Vittorio_Brambilla,Vittorio,Brambilla,1937-11-11,Italian
dryver,http://en.wikipedia.org/wiki/Bernard_de_Dryver,Bernard,de Dryver,1952-09-19,Belgian
depailler,http://en.wikipedia.org/wiki/Patrick_Depailler,Patrick,Depailler,1944-08-09,French
villota,http://en.wikipedia.org/wiki/Emilio_de_Villota,Emilio,de Villota,1946-07-26,Spanish
edwards,http://en.wikipedia.org/wiki/Guy_Edwards,Guy,Edwards,1942-12-30,British
ertl,http://en.wikipedia.org/wiki/Harald_Ertl,Harald,Ertl,1948-08-31,Austrian
emerson_fittipaldi,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,Emerson,Fittipaldi,1946-12-12,Brazilian
francia,http://en.wikipedia.org/wiki/Giorgio_Francia,Giorgio,Francia,1947-11-08,Italian
giacomelli,http://en.wikipedia.org/wiki/Bruno_Giacomelli,Bruno,Giacomelli,1952-09-10,Italian
henton,http://en.wikipedia.org/wiki/Brian_Henton,Brian,Henton,1946-09-19,British
heyer,http://en.wikipedia.org/wiki/Hans_Heyer,Hans,Heyer,1943-03-16,German
hoffmann,http://en.wikipedia.org/wiki/Ingo_Hoffmann,Ingo,Hoffmann,1953-02-28,Brazilian
hoshino,http://en.wikipedia.org/wiki/Kazuyoshi_Hoshino,Kazuyoshi,Hoshino,1947-07-01,Japanese
hunt,http://en.wikipedia.org/wiki/James_Hunt,James,Hunt,1947-08-29,British
ickx,http://en.wikipedia.org/wiki/Jacky_Ickx,Jacky,Ickx,1945-01-01,Belgian
jabouille,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille,Jean-Pierre,Jabouille,1942-10-01,French
jarier,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier,Jean-Pierre,Jarier,1946-07-10,French
jones,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1),Alan,Jones,1946-11-02,Australian
keegan,http://en.wikipedia.org/wiki/Rupert_Keegan,Rupert,Keegan,1955-02-26,British
kessel,http://en.wikipedia.org/wiki/Loris_Kessel,Loris,Kessel,1950-04-01,Swiss
kozarowitzky,http://en.wikipedia.org/wiki/Mikko_Kozarowitzky,Mikko,Kozarowitzky,1948-05-17,Finnish
laffite,http://en.wikipedia.org/wiki/Jacques_Laffite,Jacques,Laffite,1943-11-21,French
lauda,http://en.wikipedia.org/wiki/Niki_Lauda,Niki,Lauda,1949-02-22,Austrian
leoni,http://en.wikipedia.org/wiki/Lamberto_Leoni,Lamberto,Leoni,1953-05-24,Italian
lunger,http://en.wikipedia.org/wiki/Brett_Lunger,Brett,Lunger,1945-11-14,American
